MIN=0	0	0	-0.1	0	0	
MAX=15	30	10	13	30	5	
SCALE=5	10	5	5	10	1	
DEC=1	2	2	2	2	2	
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Collector Current" I_A / nA	"Acceleration Voltage" U_2 / V	"Frequency" f / Hz	
0	0.105	0.06	0.06	1.05	NAN	
0.1	0.045	-0.015	-0.015	0.45	NAN	
0.2	0	-0.005	-0.005	0	NAN	
0.3	0	-0.005	-0.005	0	NAN	
0.4	0.66	-0.01	-0.01	6.6	NAN	
0.5	0.015	0.67	0.67	0.15	NAN	
0.6	0.285	-0.02	-0.02	2.85	NAN	
0.7	0.135	-0.055	-0.055	1.35	NAN	
0.8	0.105	0	0	1.05	NAN	
0.9	0.135	0.005	0.005	1.35	NAN	
1	0.15	0	0	1.5	NAN	
1.1	0.18	0	0	1.8	NAN	
1.2	0.21	0.005	0.005	2.1	NAN	
1.3	0.24	0.005	0.005	2.4	NAN	
1.4	0.27	0.01	0.01	2.7	NAN	
1.5	0.315	0.025	0.025	3.15	NAN	
1.6	0.315	0.04	0.04	3.15	NAN	
1.7	0.33	0.08	0.08	3.3	NAN	
1.8	0.36	0.185	0.185	3.6	NAN	
1.9	0.39	0.33	0.33	3.9	NAN	
2	0.42	0.475	0.475	4.2	NAN	
2.1	0.45	0.725	0.725	4.5	NAN	
2.2	0.465	0.94	0.94	4.65	NAN	
2.3	0.495	1.17	1.17	4.95	NAN	
2.4	0.525	1.185	1.185	5.25	NAN	
2.5	0.555	0.975	0.975	5.55	NAN	
2.6	0.585	0.635	0.635	5.85	NAN	
2.7	0.6	0.365	0.365	6	NAN	
2.8	0.63	0.175	0.175	6.3	NAN	
2.9	0.645	0.105	0.105	6.45	NAN	
3	0.675	0.055	0.055	6.75	NAN	
3.1	0.705	0.04	0.04	7.05	NAN	
3.2	0.735	0.055	0.055	7.35	NAN	
3.3	0.75	0.095	0.095	7.5	NAN	
3.4	0.78	0.195	0.195	7.8	NAN	
3.5	0.81	0.36	0.36	8.1	NAN	
3.6	0.84	0.585	0.585	8.4	NAN	
3.7	0.87	0.885	0.885	8.7	NAN	
3.8	0.885	1.245	1.245	8.85	NAN	
3.9	0.915	1.66	1.66	9.15	NAN	
4	0.945	2.14	2.14	9.45	NAN	
4.1	0.975	2.595	2.595	9.75	NAN	
4.2	1.005	2.85	2.85	10.05	NAN	
4.3	1.02	2.605	2.605	10.2	NAN	
4.4	1.035	2	2	10.35	NAN	
4.5	1.065	1.31	1.31	10.65	NAN	
4.6	1.095	0.765	0.765	10.95	NAN	
4.7	1.125	0.41	0.41	11.25	NAN	
4.8	1.155	0.2	0.2	11.55	NAN	
4.9	1.17	0.105	0.105	11.7	NAN	
5	1.2	0.09	0.09	12	NAN	
5.1	1.23	0.135	0.135	12.3	NAN	
5.2	1.26	0.26	0.26	12.6	NAN	
5.3	1.29	0.46	0.46	12.9	NAN	
5.4	1.305	0.765	0.765	13.05	NAN	
5.5	1.335	1.14	1.14	13.35	NAN	
5.6	1.35	1.61	1.61	13.5	NAN	
5.7	1.38	2.165	2.165	13.8	NAN	
5.8	1.41	2.82	2.82	14.1	NAN	
5.9	1.44	3.525	3.525	14.4	NAN	
6	1.455	4.145	4.145	14.55	NAN	
6.1	1.485	4.435	4.435	14.85	NAN	
6.2	1.515	4.18	4.18	15.15	NAN	
6.3	1.545	3.44	3.44	15.45	NAN	
6.4	1.575	2.505	2.505	15.75	NAN	
6.5	1.59	1.67	1.67	15.9	NAN	
6.6	1.62	1.03	1.03	16.2	NAN	
6.7	1.65	0.59	0.59	16.5	NAN	
6.8	1.68	0.36	0.36	16.8	NAN	
6.9	1.695	0.265	0.265	16.95	NAN	
7	1.71	0.335	0.335	17.1	NAN	
7.1	1.74	0.465	0.465	17.4	NAN	
7.2	1.77	0.715	0.715	17.7	NAN	
7.3	1.8	1.1	1.1	18	NAN	
7.4	1.83	1.59	1.59	18.3	NAN	
7.5	1.845	2.22	2.22	18.45	NAN	
7.6	1.875	2.96	2.96	18.75	NAN	
7.7	1.905	3.81	3.81	19.05	NAN	
7.8	1.935	4.715	4.715	19.35	NAN	
7.9	1.95	5.535	5.535	19.5	NAN	
8	1.98	6.03	6.03	19.8	NAN	
8.1	2.01	5.91	5.91	20.1	NAN	
8.2	2.025	5.35	5.35	20.25	NAN	
8.3	2.055	4.46	4.46	20.55	NAN	
8.4	2.085	3.415	3.415	20.85	NAN	
8.5	2.1	2.42	2.42	21	NAN	
8.6	2.13	1.68	1.68	21.3	NAN	
8.7	2.16	1.17	1.17	21.6	NAN	
8.8	2.19	0.88	0.88	21.9	NAN	
8.9	2.22	0.79	0.79	22.2	NAN	
9	2.235	0.825	0.825	22.35	NAN	
9.1	2.265	1.055	1.055	22.65	NAN	
9.2	2.295	1.425	1.425	22.95	NAN	
9.3	2.325	1.94	1.94	23.25	NAN	
9.4	2.355	2.65	2.65	23.55	NAN	
9.5	2.355	3.48	3.48	23.55	NAN	
9.6	2.385	4.485	4.485	23.85	NAN	
9.7	2.415	5.525	5.525	24.15	NAN	
9.8	2.445	6.55	6.55	24.45	NAN	
9.9	2.475	7.315	7.315	24.75	NAN	
10	2.49	7.645	7.645	24.9	NAN	
10.1	2.52	7.44	7.44	25.2	NAN	
10.2	2.55	6.775	6.775	25.5	NAN	
10.3	2.58	5.79	5.79	25.8	NAN	
10.4	2.61	4.7	4.7	26.1	NAN	
10.5	2.625	3.735	3.735	26.25	NAN	
10.6	2.655	2.94	2.94	26.55	NAN	
10.7	2.67	2.355	2.355	26.7	NAN	
10.8	2.7	2.005	2.005	27	NAN	
10.9	2.73	1.83	1.83	27.3	NAN	
11	2.745	1.855	1.855	27.45	NAN	
11.1	2.775	2.06	2.06	27.75	NAN	
11.2	2.805	2.475	2.475	28.05	NAN	
11.3	2.835	3.12	3.12	28.35	NAN	
11.4	2.865	3.945	3.945	28.65	NAN	
11.5	2.88	4.945	4.945	28.8	NAN	
11.6	2.91	6.09	6.09	29.1	NAN	
11.7	2.94	7.245	7.245	29.4	NAN	
11.8	2.97	8.305	8.305	29.7	NAN	
11.9	2.985	9.065	9.065	29.85	NAN	
12	3	9.395	9.395	30	NAN	
12.1	3.03	9.215	9.215	30.3	NAN	
12.2	3.06	8.66	8.66	30.6	NAN	
12.3	3.09	7.895	7.895	30.9	NAN	
12.4	3.12	6.94	6.94	31.2	NAN	
12.5	3.135	6.01	6.01	31.35	NAN	
12.6	3.165	5.175	5.175	31.65	NAN	
12.7	3.195	4.815	4.815	31.95	NAN	
12.8	3.195	4.795	4.795	31.95	NAN	
12.9	3.195	4.795	4.795	31.95	NAN	
13	3.195	4.81	4.81	31.95	NAN	
13.1	3.195	4.835	4.835	31.95	NAN	
13.2	3.195	4.815	4.815	31.95	NAN	
13.3	3.195	4.805	4.805	31.95	NAN	
13.4	3.195	4.855	4.855	31.95	NAN	
13.5	3.195	4.82	4.82	31.95	NAN	
13.6	3.195	4.81	4.81	31.95	NAN	
